molecule_chembl_id,canonical_smiles,target_pref_name,standard_type,standard_value,assay_description,bioactivity_class,assay_chembl_id
CHEMBL1562493,CC[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccoc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,2500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1424945,CCCCN=C(S)Nc1ccc(C(F)(F)F)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,9880,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1400960,Clc1ccc(CNc2nc(CN3CCOCC3)nc3scc(-c4ccccc4)c23)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,4960,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL546576,O=C(Nc1cccnc1)c1cn(-c2ccccc2)nc1-c1cccs1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8730,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1372598,NC(=NOC(=O)CCC1CCCC1)c1cccc([N+](=O)[O-])c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8320,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1408586,C[C@@H]1CC=C[C@H]2[C@H]1C(=O)N(Cc1ccccc1)[C@H]2c1ccc(-c2ccoc2)cc1F,Mitochondrial import inner membrane translocase subunit TIM10,IC50,7070,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1598934,CCOc1ccc(-n2cc(-c3ccccc3)c3c(O)ncnc32)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5890,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1484332,O=c1c2ccccc2nc(/C=C/c2ccc([N+](=O)[O-])o2)n1CCCO,Mitochondrial import inner membrane translocase subunit TIM10,IC50,4490,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1467732,CCOc1ccccc1N1C(=O)CC(Sc2n[nH]c(-c3ccccc3)n2)C1=O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,2270,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1447783,O=C(Nc1cccc(N2C(=O)C=CC2=O)c1)c1cccs1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,2610,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1560290,Cc1ccc(NC(=O)c2cc(S(=O)(=O)NCCC3=CCCCC3)ccc2F)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,12300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1572280,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,3920,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1489205,Br.Nc1nc(-c2ccc(Br)cc2)cs1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,10400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1393964,Nc1ccccc1C(=O)/C=C/c1ccc2c(c1)OCO2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,5880,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1406051,O=C(NC(=S)Nc1ccccc1N1CCCC1)c1ccc([N+](=O)[O-])cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,8530,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1342598,O=C(/C=C/c1ccc2c(c1)OCCCO2)c1ccccc1O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,4680,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1: a luminescent TIM10 yeast counterscreen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID493003]",intermediate,CHEMBL1738438
CHEMBL1302491,Cc1csc(NC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)n2)n1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,31700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1339282,CCOC(=O)C1CCN(C(=O)c2oc3ccc4c(c3c2C)C(O)CC2(CCCCC2)O4)CC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,26000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1398660,COC(=O)c1cc(NC(S)=Nc2cc(Cl)cc(Cl)c2)cc(C(=O)OC)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,23000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1382485,COc1ccc(NCc2nnc(SCc3ccc(Cl)cc3)n2-c2ccccc2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,17400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1326449,Cc1nn(Cc2c(F)c(F)c(F)c(F)c2F)c(C)c1NC(=O)c1ccc(COc2ccc(Cl)cc2Cl)o1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,25500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1409394,Cc1oc2cc(Br)c(O)c(Br)c2c1C(=O)c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,25900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1539510,Fc1ccccc1CNc1ccc(Cl)c(Cl)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,26900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1500377,O=C(CC1(O)C(=O)N(CCc2ccccc2)c2ccccc21)c1ccccc1O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,19400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1382462,CCOC(=O)c1c(N)sc2c(OC)c(Br)ccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,30500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1494282,COc1c(/C=C2\SC(Nc3ccccc3Cl)=NC2=O)cccc1[N+](=O)[O-],Mitochondrial import inner membrane translocase subunit TIM10,IC50,22500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1451659,C1CCCCC1.OCCN1CCN(C2Cc3cc(Cl)ccc3Sc3ccc(Cl)cc32)CC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,20400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1389322,CCOc1ccccc1C(=O)Nc1cc(OC)ccc1OC,Mitochondrial import inner membrane translocase subunit TIM10,IC50,35100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1518866,Cl.Nc1nc(Nc2ccccc2)nc2ccccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,28100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1708288,CCOC(=O)n1c(=O)n(Cc2ccccc2Cl)c2ccccc21,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1386070,COc1ccccc1C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,24900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1428789,Cc1cc(C)n(-c2nnc(NC34CC5CC(CC(C5)C3)C4)nn2)n1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,46400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1966283,COc1cccc(NC(=S)N/N=C2\CC3CCC2(C)C3(C)C)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1531200,Cc1nc2ccc(Nc3nc4cc(S(=O)(=O)N5CCOCC5)ccc4o3)cc2s1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,19400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1376397,O=C(CN1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1)Nc1ccc2c(c1)CCC2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,36600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1338833,Cc1nc2ccccn2c1P(=S)(N1CCCCC1)N1CCCCC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,39700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL546170,COc1cccc2sc(Nc3nc(-c4ccccn4)cs3)nc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,20200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1299366,COc1ccc(C)c2sc(N3CCCC3)nc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,21700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1528704,CCN(CC)c1ncnc2c1ncn2Cc1c(Cl)cccc1Cl,Mitochondrial import inner membrane translocase subunit TIM10,IC50,45900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1565749,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12.O=C(O)CCC(=O)O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,32100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1415932,Cc1nn(Cc2ccc(Cl)cc2)c(C)c1NC(=O)c1noc2c1CCCCC2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,23500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL3194731,C(=N/N1CCOCC1)\c1cn(-c2ccccc2)nc1-c1ccccc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,33700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1336467,CC1=CC(C)(C)N2C(=O)C(=O)c3cc(OC(=O)c4ccco4)cc1c32,Mitochondrial import inner membrane translocase subunit TIM10,IC50,33400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1309557,CCCOc1cccc(-c2cc(-c3nnc(S)n3CC)c3ccccc3n2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,25200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1422237,N=C(NOC(=O)c1cccc2ccccc12)c1ccncc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,40800,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1406138,NC(=NOC(=O)c1ccccc1Cl)c1cccc([N+](=O)[O-])c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,23000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1565602,N=C(NOC(=O)CCCOc1ccc(Cl)cc1Cl)c1ccccn1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,34000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1507395,CC(NC(=O)c1cccc(Cl)c1)C1CC2CCC1C2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,42300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1369960,CCC(CO)Nc1nc2ccc(Cl)cc2c2ccccc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,17000,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1413039,CN(C)CCCN(C(=O)c1ccc(Cl)s1)c1nc2cc3c(cc2s1)OCO3,Mitochondrial import inner membrane translocase subunit TIM10,IC50,29400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1581879,Clc1ccc(Cn2c(/C=C/c3ccco3)nc3ccccc32)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,45700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1585162,Cc1c(Cl)c([N+](=O)[O-])nn1Cc1ccc(C(=O)Nc2ccc(Cl)cn2)o1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,47600,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1382905,COc1cccc(-c2csc(N3CCN(C(S)=Nc4ccccc4Cl)CC3)n2)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,21300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1968089,COc1cccc(/C=N/n2c(S)nnc2C2CCCCC2)c1O,Mitochondrial import inner membrane translocase subunit TIM10,IC50,32300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1535433,COc1ccc(N2CCN(C(=O)Nc3cccc(C(F)(F)F)c3)CC2)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,29100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL578257,CCCC[n+]1c(C=C2C=Cc3ccccc3N2CC)sc2ccccc21.[I-],Mitochondrial import inner membrane translocase subunit TIM10,IC50,19200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1457931,Clc1ccc(Cl)c2sc(N3CCCC3)nc12,Mitochondrial import inner membrane translocase subunit TIM10,IC50,35700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1607597,NC(=O)C1CCN(C2CC(=O)N(c3ccc(F)c(Cl)c3)C2=O)CC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,21300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1500793,N#C/C(=C\c1ccccc1)C(=O)Nc1cc(S(=O)(=O)N2CCOCC2)ccc1N1CCCC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,31300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1366506,CC(C)(C)C(=O)Nc1nnc(SCc2ccc(F)cc2)s1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,42200,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1324077,CC1CCN(C(=S)c2cn(Cc3ccccc3F)c3ccccc23)CC1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,35400,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1604527,Cc1ccc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,22100,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1429067,CSc1nc(N)nc(-c2cccs2)c1C#N,Mitochondrial import inner membrane translocase subunit TIM10,IC50,32500,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1539856,O=C(c1cc(COc2cccc(C(F)(F)F)c2)on1)N1C[C@@H]2CCC[C@H]1C2,Mitochondrial import inner membrane translocase subunit TIM10,IC50,27300,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL3199916,CC/C(=N\NC(=S)Nc1cc(C)ccc1C)c1ccc(OC(F)F)cc1,Mitochondrial import inner membrane translocase subunit TIM10,IC50,34900,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
CHEMBL1339641,CCCc1cc(NCC2CCCO2)n2c(nc3ccccc32)c1C#N,Mitochondrial import inner membrane translocase subunit TIM10,IC50,26700,"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS small molecule inhibitors of tim10-1 yeast via a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID463190, AID463194, AID504542, AID504544]",intermediate,CHEMBL1737860
